,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CalculatedTotalCharges,Churn
25,4863,0,0,0,0,-0.09867315991688919,1,0,0,2,2,0,0,0,0,0,1,0,-0.3157246514895444,-0.33208199947490835,-0.2756173953334164,0
26,4574,1,0,1,1,0.5939741817803856,1,2,1,0,2,0,0,2,2,0,1,2,1.1485168789401314,1.0879019163236925,1.0537682425109542,1
27,6108,1,0,1,1,-1.2802480369298874,0,1,0,0,2,0,0,0,0,0,0,2,-1.150059780065818,-0.9940396721114126,-0.9948797404714891,1
28,3724,1,0,1,0,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,1,1,0.8460288442770204,1.802757966025724,1.8612382579838318,0
29,6188,0,0,0,1,-0.6283446565089229,1,0,0,0,0,0,0,2,2,0,1,3,-0.0032644838155611237,-0.5251015154562937,-0.52251055420295,1
30,2694,0,1,1,0,1.5718292524118322,1,2,1,2,2,2,2,0,0,2,1,1,1.0487955488314133,1.9781299834030968,2.0126375059151846,0
31,3472,1,1,1,0,-1.2395040756535771,1,0,1,0,0,2,0,2,2,0,1,1,1.0205411719672768,-0.9272218305219706,-0.9238720138640467,0
32,4834,0,0,1,1,-0.22090504374582004,1,0,0,2,2,2,2,0,0,1,0,3,0.044934159070319335,-0.18037968960016687,-0.21951334268742406,0
33,5184,1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,0,-1.4824642137615447,-0.9984515467624158,-0.9992956438674744,0
34,2378,1,1,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,0,0,-0.6497911073537496,-0.9873998007616529,-0.9882338058605312,0
35,4413,0,0,1,1,1.6125732136881425,1,2,1,2,2,0,2,2,0,2,0,0,1.1667991227933967,2.1919956071104716,2.168055225936885,0
36,4282,1,0,0,0,-1.1172721918246462,1,0,1,0,0,0,0,0,0,0,1,2,0.1629377330323022,-0.8675512258671538,-0.8543215353772795,1
37,4646,0,0,0,0,0.5532302205040753,1,0,1,0,0,2,0,0,0,0,1,1,0.3324639942171226,0.5581019488579861,0.51120827176323,0
38,3819,1,0,0,0,0.06430268518835193,1,2,1,0,2,2,0,2,2,0,1,2,1.3811999825271402,0.5585210769498313,0.5885307402269312,1
39,5792,0,0,0,0,-0.8728084241667845,1,2,1,0,0,2,0,2,2,0,1,0,1.0986562138857725,-0.5196749096355598,-0.5329100067004953,1
40,6252,1,0,1,1,-0.9135523854430948,1,0,0,0,2,0,0,0,0,1,0,3,-0.5068572008645872,-0.7974906564092247,-0.7894077554562967,0
41,6660,0,0,1,1,1.5310852911355222,1,2,0,2,2,0,0,2,0,2,1,1,0.14631751134751586,1.142256212024051,1.1308478362878762,0
42,6945,0,0,1,1,-0.6283446565089229,1,0,2,1,1,1,1,1,1,1,0,3,-1.4641819699082799,-0.8228368762792375,-0.8524447764339858,0
43,3259,0,0,0,0,1.24587756220135,1,2,0,2,2,2,2,2,0,2,1,1,0.5003282332334644,1.1374472686544572,1.2132265141399803,0
44,2855,0,0,1,0,-0.791320501614164,1,2,0,2,2,0,2,2,0,0,1,2,0.3790006149345245,-0.5743600959347432,-0.5707763783210685,0
45,2593,0,0,0,0,0.6754621043330061,1,2,1,0,0,0,0,0,2,0,1,2,0.6548962949019775,0.7162235363499369,0.820189032380316,0
46,4202,1,0,0,0,-1.2395040756535771,1,0,0,0,2,0,0,0,0,0,0,3,-0.5168293338754589,-0.9645683494427119,-0.96471912027691,0
47,5499,0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,2,0,0,1,2,0.526920587929123,-0.9437663604632323,-0.9369872469501227,1
48,5417,1,0,0,0,0.797693988161937,1,2,0,2,0,0,2,2,2,2,1,1,0.4970041888965074,0.8534769567426433,0.8230593695877064,0
49,2043,0,0,1,1,1.4903413298592119,1,2,0,2,0,2,2,0,0,2,1,1,-0.021546727668825993,0.8694920617257846,0.9464176309545537,0
50,5675,0,1,0,0,0.4309983366751445,1,2,1,0,2,0,0,2,0,0,1,2,0.8460288442770204,0.6862448480963709,0.7054859416695999,0
51,6619,0,0,0,0,-0.7098325790615434,1,0,1,2,2,0,0,2,2,0,1,1,1.1402067680977384,-0.3780537333383605,-0.35179172891416144,1
52,4648,0,1,1,0,-0.3023929662984406,1,2,0,2,0,0,2,2,0,0,1,1,0.15628964435838757,-0.23411632284938455,-0.2409525536749324,0
53,5295,0,1,1,0,-0.9950403079957154,1,2,1,0,2,0,0,0,0,0,1,1,0.526920587929123,-0.727959511909416,-0.7233016816183979,1
54,3256,0,1,1,1,1.1236456783724194,1,0,0,2,2,2,2,0,2,1,1,1,0.33412601638560113,0.9587222265423222,0.974966446409598,0
55,1128,1,1,0,0,-0.5876006952326126,1,2,1,0,0,0,0,2,2,0,1,2,1.0188791497987983,-0.23416044159589464,-0.24951940626314364,1
56,6187,0,0,1,1,1.24587756220135,1,2,1,2,0,0,0,2,2,1,1,1,1.1584890119510036,1.7770587961836308,1.7640663037551771,0
57,3569,1,1,1,1,1.368109446030281,1,2,1,0,2,2,2,2,2,1,1,2,1.451004913603243,2.114633385105133,2.1525554050169764,0
58,2777,0,0,1,1,0.06430268518835193,1,2,2,1,1,1,1,1,1,2,0,1,-1.3245721077560746,-0.6128095835182352,-0.6336146836459382,0
59,4208,0,0,0,0,1.6125732136881425,1,2,1,0,0,2,2,2,2,2,1,1,1.419426492402149,2.457590461100858,2.409693459765196,0
60,295,0,0,1,0,0.5939741817803856,1,2,1,0,0,2,0,2,2,0,1,2,1.1867433888151402,1.0693499834162248,1.0776362003662543,0
61,832,1,0,0,0,1.1236456783724194,1,2,1,0,2,0,0,2,0,0,1,0,0.8343946890976701,1.3974169824648146,1.3737225230670633,0
62,358,1,0,1,0,1.6125732136881425,0,1,0,2,2,2,0,0,0,2,0,0,-0.7544985039679034,0.2994337380696746,0.33033286866367567,0
63,374,0,0,1,1,-0.5876006952326126,1,0,0,0,0,2,2,0,0,1,1,1,-0.3456410505221597,-0.5851030107099358,-0.5758105081924917,0
64,4034,0,0,0,0,-0.9542963467194051,1,2,1,0,0,0,0,2,2,0,0,2,0.9839766842607471,-0.6291555791002016,-0.6330406162044602,1
65,3600,0,0,0,0,-1.1987601143772668,1,0,0,0,2,0,2,2,2,0,1,2,0.3490842159019089,-0.8996696733264564,-0.9084605110120583,0
66,6079,1,0,1,0,0.5939741817803856,1,2,1,0,2,0,0,0,0,1,1,2,0.4687498120323708,0.6031251296714726,0.6293336876058349,0
67,2376,0,0,0,0,-0.05792919864057891,1,0,0,0,2,2,2,2,2,2,0,3,0.4787219450432425,0.09436980429105073,0.07597683305492699,0
68,2210,0,0,1,1,0.7162060656093164,1,0,2,1,1,1,1,1,1,2,0,0,-1.4841262359300234,-0.5966621222955638,-0.5633135015818534,0
69,5252,1,0,0,0,-0.9135523854430948,1,0,1,2,0,2,0,0,0,0,1,3,0.5003282332334644,-0.6158758364006823,-0.6556058825579446,0
70,1561,1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,0,0,0,0,3,-0.5234774225493735,-0.9857232883942716,-0.9865557625700568,0
71,501,0,0,1,1,0.797693988161937,1,0,2,1,1,1,1,1,1,1,1,2,-1.4758161250876303,-0.5261824247457894,-0.5397767364812522,0
72,1271,1,1,1,1,1.2866215234776603,1,2,1,2,0,2,2,2,2,2,1,0,1.5557123102173966,2.124626281189655,2.145799072821119,0
73,5686,1,0,1,1,1.2051336009250397,1,2,2,1,1,1,1,1,1,2,1,0,-1.3478404181147754,-0.3788478707755411,-0.34428469314098653,0
74,3985,0,0,0,1,-1.1987601143772668,1,0,0,2,0,0,2,0,2,0,1,0,-0.009912572489475751,-0.929096877248647,-0.9227680380150504,0
75,1834,0,1,0,0,0.9606698332671781,1,2,1,2,2,2,0,2,2,1,0,2,1.5191478225108668,1.7013069084259078,1.7243452527082899,0
76,4540,0,0,0,0,0.5532302205040753,1,0,0,0,0,0,0,0,2,1,0,1,-0.30409049631019386,0.17892338197752508,0.12221134161089216,0
77,3961,0,0,1,1,-0.9950403079957154,1,0,0,2,2,0,0,0,0,0,0,3,-0.3373309396797665,-0.7946008785128177,-0.8151524722548905,0
78,108,1,1,0,0,-0.09867315991688919,1,0,0,2,2,0,0,2,2,0,1,2,0.33080197204864403,-0.07588443849115852,-0.01794943217767877,0
79,2725,0,0,1,1,0.512486259227765,1,2,2,1,1,1,1,1,1,1,1,1,-1.2929936865549807,-0.47061486351640547,-0.49354222792528696,0
80,4181,0,0,0,1,-1.2802480369298874,1,0,1,0,0,0,0,2,0,0,1,2,0.48370801154867815,-0.9723553082017324,-0.9731755752802217,1
81,5755,0,0,1,1,-0.8728084241667845,0,1,0,2,0,0,0,2,2,0,0,2,-0.47361675749501453,-0.757938200162982,-0.7626694603936063,0
82,6477,0,0,1,0,-1.0357842692720256,1,0,1,0,0,2,0,0,0,0,1,0,0.3440981493964733,-0.7881374821490981,-0.7759171705815618,1
83,6978,0,0,0,0,0.3902543753988342,1,0,1,0,2,2,2,2,2,0,1,0,1.2964368519347298,0.9018752216641471,0.916941475786352,0
84,202,0,0,1,0,0.6754621043330061,1,0,2,1,1,1,1,1,1,2,1,0,-1.4841262359300234,-0.5779337144020558,-0.5722115469247637,0
85,3092,1,0,0,0,-0.9542963467194051,1,2,1,0,2,0,0,2,2,0,1,1,1.1468548567716528,-0.6020225499965326,-0.6135664822281653,0
86,3367,0,0,1,0,0.10504664646466222,1,0,0,2,0,0,0,2,0,1,1,0,-0.08802761440797156,-0.029934764000961456,-0.047646382515679375,0
87,1257,0,0,1,1,0.6347181430566958,1,0,2,1,1,1,1,1,1,2,0,0,-1.4675060142452372,-0.5410283829464149,-0.5705114241173095,0
88,1917,0,0,1,1,0.5532302205040753,1,0,2,1,1,1,1,1,1,2,1,3,-1.4907743246039378,-0.5983386346629451,-0.6029683140778008,0
89,2099,1,0,1,0,-0.13941712119319946,0,1,0,0,0,0,0,2,0,0,0,3,-1.0320562061038352,-0.5620950844049546,-0.576009223845311,0
90,3336,1,0,1,1,-0.09867315991688919,1,0,1,0,2,2,0,0,0,0,0,0,0.5734572086465244,0.1265764892433733,0.07875885219439756,0
91,1662,1,1,0,0,-1.2802480369298874,1,0,1,0,0,0,2,0,0,0,0,2,0.32913994988016554,-0.9744068299144488,-0.9752289703593549,0
92,5127,1,0,1,1,1.368109446030281,1,2,0,2,0,2,2,2,2,2,1,3,0.6382760732171912,1.5136919388920012,1.4399610740068416,0
93,4295,0,0,0,0,1.3273654847539706,1,2,1,2,2,2,0,2,2,0,1,1,1.5374300663641316,2.128155780910457,2.179293700079667,0
94,6934,1,0,0,0,1.6125732136881425,1,2,1,0,2,2,0,2,2,2,1,0,1.2000395661629695,2.283475827999021,2.1998497303879785,0
95,6088,0,0,0,0,-0.8320644628904743,1,2,1,2,0,0,0,0,0,0,1,2,0.47041183420084937,-0.59822833779667,-0.5898530809917246,1
96,6897,1,0,1,1,1.5718292524118322,1,2,0,2,2,0,2,0,0,1,1,1,0.06820246942901982,1.0877033819643973,1.0877265396260805,0
97,173,1,0,0,0,-1.1172721918246462,1,0,2,1,1,1,1,1,1,0,0,3,-1.4542098368974081,-0.9571343406557717,-0.96173838548462,1
98,2244,1,0,0,0,0.797693988161937,1,0,2,1,1,1,1,1,1,2,0,0,-1.4558718590658866,-0.5188807721983792,-0.5259991178857784,0
99,3199,0,1,1,0,-0.3023929662984406,1,0,1,0,2,2,0,2,2,0,1,2,1.1202625020759949,0.10200234743728616,0.07920044253399608,1
100,4520,1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4824642137615447,-0.9984515467624158,-0.9992956438674744,0
101,2569,0,0,1,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,2,-1.5073945462887242,-0.998782437361241,-0.9996268366221732,0
102,5054,1,0,0,0,0.22727853029359305,1,2,1,0,0,2,2,2,0,1,0,0,1.0039209502824906,0.5833819906082337,0.5859253572233001,0
103,3826,0,1,1,0,1.368109446030281,0,1,0,0,2,2,0,2,0,1,0,0,-0.6398189743428778,0.3282212201674698,0.31933726920767225,0
104,2228,1,0,1,0,1.4495973685829016,1,2,1,0,2,2,2,2,2,2,1,0,1.5025276008260804,2.3508892726663486,2.2948799714695802,1
105,4376,1,0,0,0,-1.1172721918246462,0,1,0,0,0,0,0,0,0,0,0,3,-1.346178395946297,-0.963156549554391,-0.954562542466144,0
106,4772,0,0,1,1,1.6125732136881425,1,2,1,2,2,0,0,2,2,1,1,2,1.3080710071140806,2.214650583443373,2.3031818698540327,0
107,6852,0,0,0,0,-0.01718523736426863,0,1,0,2,0,0,0,0,0,1,0,3,-1.1517218022342968,-0.5980959815571398,-0.5821694090827104,0
108,6056,1,0,0,0,0.4309983366751445,1,2,1,0,0,0,0,2,2,1,0,3,0.9823146620922681,0.7226648733404015,0.7833383185408193,0
109,1965,1,0,1,1,1.6125732136881425,1,0,2,1,1,1,1,1,1,2,0,1,-1.509056568457203,-0.4059147217594451,-0.3914023823761489,0
110,327,1,0,1,0,0.9199258719908678,1,2,1,2,2,0,0,2,0,0,1,2,1.0620917261792426,1.303973477356569,1.341596825861271,1
111,3164,0,0,0,0,0.797693988161937,1,0,0,2,0,2,2,0,0,1,0,1,-0.2276374765601766,0.3348390321439745,0.3224725606188219,0
112,4045,0,0,0,0,0.4309983366751445,1,0,1,0,2,2,0,2,0,0,1,2,0.8925654649944222,0.7371358221956916,0.7320696801134311,0
113,3410,0,1,1,0,0.18653456901728277,1,2,1,0,0,0,0,0,0,0,1,2,0.3889727479453962,0.25802829447001063,0.24170568750625218,1
114,3726,0,0,1,1,1.2866215234776603,0,1,0,0,2,0,2,2,2,2,1,2,-0.33899296184824507,0.5030417532134674,0.534877513965711,0
115,2138,1,0,1,1,-1.1987601143772668,1,0,1,2,2,0,0,2,0,0,0,2,0.8327326669291911,-0.897772567226525,-0.8891850926885828,0
116,6721,0,0,0,0,0.1457906077409725,0,1,0,2,0,0,0,0,0,2,0,0,-1.1218054032016815,-0.5104320322417084,-0.5146060871241365,0
117,3754,0,0,1,1,-0.9135523854430948,1,2,1,2,0,0,0,2,2,0,1,2,1.178433277972747,-0.5376532988383974,-0.565521453279846,1
118,5950,0,0,0,0,0.3495104141225239,1,0,2,1,1,1,1,1,1,2,0,3,-1.4675060142452372,-0.6389058220789184,-0.6343433077062757,0
119,6633,1,0,1,1,-0.22090504374582004,1,2,1,0,2,0,2,0,0,0,1,1,0.6781646052606785,-0.05810458364761617,0.007618648485075698,0
120,745,0,0,1,1,0.9606698332671781,1,2,1,0,0,2,0,2,2,1,1,1,1.1634750784564392,1.4259838708300596,1.4597443212208556,0
121,2028,0,0,0,0,-1.076528230548336,1,0,2,1,1,1,1,1,1,0,0,3,-1.4658439920767583,-0.957619646867382,-0.953370248549228,0
122,274,1,0,0,0,-1.1987601143772668,1,2,1,0,0,0,0,0,0,0,1,2,0.3191678168692938,-0.9060889509436658,-0.9096528049289744,1
123,4597,0,0,1,1,-1.0357842692720256,1,0,0,2,0,0,0,0,0,0,0,3,-0.46863069098957844,-0.8527935051595485,-0.851495357203849,0
124,5120,0,0,1,1,-1.1580161531009565,1,0,2,1,1,1,1,1,1,0,0,3,-1.4608579255713225,-0.9796128420026324,-0.9713871344048476,0
125,3213,1,0,0,0,0.02355872391204165,1,0,1,2,0,0,2,2,0,2,1,2,0.802816267896576,0.32839769515350997,0.28800643461315717,0
126,3071,0,1,0,0,-0.22090504374582004,1,2,1,0,0,2,0,0,0,0,1,2,0.44049543516823375,-0.06520770183573112,-0.07763036657441906,1
127,4784,1,0,1,0,1.6125732136881425,1,2,2,1,1,1,1,1,1,2,1,0,-1.3711087284734764,-0.24677840309776344,-0.2594551889041104,0
128,2754,1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4974224132778524,-0.9986500811217108,-0.9994943595202936,0
129,1806,1,1,0,0,1.5718292524118322,0,1,0,2,2,0,0,2,2,1,1,2,-0.2774981416145356,0.7509229304800763,0.7616562328665321,0
130,1986,0,0,0,0,-0.791320501614164,1,2,1,0,0,0,0,0,2,0,1,2,0.703094937787858,-0.4710339916082507,-0.5148048027769557,0
131,4393,0,0,1,1,-0.3023929662984406,0,1,0,2,2,2,0,2,2,0,1,1,-0.20603118836995443,-0.3444131891244619,-0.36128592121552966,1
132,6047,1,0,0,0,1.4088534073065913,1,0,0,0,0,0,2,0,0,2,0,0,-0.47361675749501453,0.43095172141607685,0.48738447294188986,0
133,2154,1,0,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,2,0,1,2,-0.9755474523755615,-0.991723437919636,-0.9925613911885969,1
134,1631,1,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0,0,2,-0.6797075063863649,-0.9715170520180417,-0.9690467056049755,1
135,5528,0,0,0,0,0.4309983366751445,1,2,2,1,1,1,1,1,1,2,1,1,-1.2996417752288951,-0.48314458752525424,-0.5202142844370378,0
136,5559,0,0,0,0,-0.38388088885106114,1,0,1,2,0,0,0,0,0,0,1,0,0.3391120828910372,-0.22271162687654159,-0.24647243291991391,0
137,2650,0,0,1,1,1.2866215234776603,1,0,2,1,1,1,1,1,1,2,0,3,-1.4824642137615447,-0.44363625002552154,-0.4373277776943951,0
138,4400,1,0,0,1,1.0014137945434884,1,0,2,1,1,1,1,1,1,2,1,3,-1.5024084797832884,-0.4909315462842747,-0.5148710413278956,0
139,262,0,1,1,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,1,3,0.18786806555948168,-0.9762818766411252,-0.9771057293026486,1
140,2192,0,1,1,1,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,1,1,0.7728998688639604,1.8275527015643613,1.7912903481914255,0
141,2856,0,0,0,0,-0.9950403079957154,1,2,0,2,0,0,2,0,2,0,0,2,0.21113637591818266,-0.7586882188536525,-0.7568625474278856,1
142,751,0,0,1,0,1.1643896396487294,1,2,1,0,2,0,0,2,2,2,1,0,1.205025632668405,1.6270771174227807,1.7137691640749053,0
143,1804,1,0,0,0,1.2866215234776603,1,2,1,2,2,0,0,0,0,1,1,1,0.6482482062280629,1.3260990287313497,1.3742524314745814,0
144,775,1,1,1,0,1.5718292524118322,1,2,2,1,1,1,1,1,1,2,0,0,-1.3578125511256471,-0.23255010734827847,-0.2573134757570576,0
145,4048,0,0,1,1,1.3273654847539706,1,2,1,2,2,0,2,2,0,2,1,1,1.1385447459292597,1.8236040737517134,1.83485323519282,0
146,4838,1,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,1,0,3,-1.5024084797832884,-0.980296682573538,-0.9822502567589713,0
147,1445,1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,2,-0.6364949300059205,-0.9872233257756128,-0.9880571697246918,1
148,4561,1,0,0,1,-0.09867315991688919,1,0,0,0,2,2,0,2,0,1,0,1,-0.009912572489475751,-0.15589378528709968,-0.1537384616042243,0
149,2414,1,0,1,1,-0.7098325790615434,1,0,0,0,2,2,2,0,2,0,1,3,0.15628964435838757,-0.5346752834489703,-0.5478578396959052,0
150,2656,0,0,1,1,-0.9950403079957154,1,0,0,0,0,0,2,2,2,0,1,2,0.12471122315729345,-0.7583793876280823,-0.7660476264915349,0
151,2718,1,0,0,0,-1.0357842692720256,1,2,1,0,0,0,0,2,2,0,0,3,1.0039209502824906,-0.718165150184189,-0.7145581928943473,1
152,1139,0,0,1,1,1.5310852911355222,1,2,1,2,2,2,0,2,2,1,1,1,1.4410327805923713,2.491495717793817,2.3348438972032466,0
153,6397,1,0,1,1,1.2051336009250397,1,0,0,2,2,2,2,2,2,2,0,2,0.7080810042932936,1.2935393938069468,1.3490817821174659,0
154,2140,0,0,1,1,-1.076528230548336,1,0,2,1,1,1,1,1,1,0,0,3,-1.499084435446331,-0.9572887562685568,-0.9560197905868192,0
155,4633,0,0,1,1,-0.7505765403378537,1,0,1,0,0,0,0,0,2,0,1,0,0.5352306987715161,-0.49876262378980524,-0.5080705500980783,0
156,6461,0,0,0,0,-0.42462485012737144,1,2,1,0,0,0,0,2,0,0,1,0,0.6432621397226272,-0.20354203151793313,-0.1906995730286205,0
157,1891,1,0,1,1,-0.42462485012737144,1,0,2,1,1,1,1,1,1,1,0,3,-1.4841262359300234,-0.822108916961822,-0.8124587711833396,0
158,4512,1,0,1,1,-0.6690886177852331,1,0,0,2,0,2,0,2,0,2,0,3,-0.018222683331868918,-0.5555875692947251,-0.5542608996200837,0
159,5339,1,0,0,0,-0.9135523854430948,1,2,2,1,1,1,1,1,1,2,0,0,-1.2996417752288951,-0.8963607673382041,-0.8947270514505442,0
160,6342,0,0,0,1,-0.791320501614164,1,0,0,2,2,0,0,0,0,0,1,2,-0.2924563411308434,-0.6700536571150003,-0.6867380014996404,0
161,589,0,0,1,0,-0.506112772679992,1,2,1,2,0,0,0,0,0,0,0,2,0.5850913638258751,-0.30483867350496424,-0.2804748890690001,1
162,3115,0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0,1,2,0.1629377330323022,-0.9477149882758802,-0.9466580753873304,0
163,3241,1,0,0,0,0.8384379494382472,1,2,0,0,2,2,2,0,2,2,1,0,0.30254759518450747,0.7389667501758579,0.721361114378167,0
164,2012,0,0,1,1,-0.8728084241667845,1,0,2,1,1,1,1,1,1,1,0,3,-1.4691680364137156,-0.9041697854704794,-0.9081513977743394,0
165,4488,1,0,1,0,1.4903413298592119,1,0,2,1,1,1,1,1,1,2,0,3,-1.4924363467724167,-0.405826484266425,-0.4018680734246339,0
166,2353,0,0,0,0,-1.1580161531009565,1,0,1,0,0,0,0,0,0,0,1,0,0.2028262650757895,-0.8869193555850574,-0.8829807484172236,1
167,4249,1,0,1,0,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,1,0,0.8061403122335331,1.7520214075391882,1.8230848526425192,0
168,2400,1,1,1,0,1.0421577558197987,0,1,0,0,2,2,0,0,2,0,1,2,-0.648129085185271,0.16231267391649837,0.1520186895337922,1
169,794,0,0,1,1,-0.6690886177852331,1,0,2,1,1,1,1,1,1,0,0,2,-1.4758161250876303,-0.8655658822742024,-0.8640806818824067,0
170,5426,1,0,1,0,0.4309983366751445,1,0,1,2,0,2,2,0,0,1,1,0,0.6465861840595843,0.5541092022988282,0.5915556340531812,0
171,1268,0,0,1,0,-1.2395040756535771,1,2,1,0,0,2,2,2,2,0,1,2,1.3163811179564737,-0.9002432170310868,-0.9160117058191929,1
172,4770,1,0,1,0,-0.7505765403378537,1,0,0,0,2,2,2,2,2,2,0,3,0.5701331643095673,-0.4859902466751512,-0.5015791721059801,0
173,475,0,0,1,0,0.8384379494382472,1,0,1,0,0,2,0,2,2,1,1,0,0.9989348837770544,1.1986620294371253,1.2116809479513855,1
174,4180,0,0,0,0,-0.01718523736426863,1,0,2,1,1,1,1,1,1,1,0,0,-1.4708300585821945,-0.7185842782760344,-0.7178259614073763,0
175,1184,0,0,1,0,0.06430268518835193,1,2,2,1,1,1,1,1,1,0,0,2,-1.3328822185984677,-0.6631490732861804,-0.6373682015325256,0
176,1816,0,1,0,0,-0.7098325790615434,1,2,1,0,0,0,0,0,0,0,1,3,0.32082983903777235,-0.5018950547920173,-0.5150697569807149,1
177,1397,0,1,0,0,-1.0357842692720256,1,0,1,2,0,0,0,0,0,0,0,0,0.38731072577691766,-0.7851815261329261,-0.7718986984912153,1
